"p.products_id";"products_quantity";"products_model";"products_price";"products_status";"products_ordered";"products_name";"products_description";"products_viewed";"m.manufacturers_name as marque";"p.gender as Gender";"p.gamme";"p.item_size";"p.type as Type";"products_image";"pd.products_id";"EAN";"frais_port"
"2745221";"50";"1753901";"15.97";"1";"0";"NAUTICA WHITE SAIL de Nautica 1753901";"Eau de Toilette spray 50 ml";"62";"Nautica";"Hommes";"NAUTICA WHITE SAIL";"50 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/175390.jpg";"http://www.parfumrama.com/product_info.php?products_id=274522";"1753901";"14"
"276654";"9";"162220";"21.61";"1";"0";"NAUTICA SUNSET VOYAGE de Nautica 162220";"Eau de Toilette Vaporisateur 100 ml";"107";"Nautica";"Hommes";"NAUTICA SUNSET VOYAGE";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/162220.jpg";"http://www.parfumrama.com/product_info.php?products_id=276654";"162220";"14"
"2766541";"9";"1622201";"21.61";"1";"0";"NAUTICA SUNSET VOYAGE de Nautica 1622201";"Eau de Toilette spray 100 ml";"107";"Nautica";"Hommes";"NAUTICA SUNSET VOYAGE";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/162220.jpg";"http://www.parfumrama.com/product_info.php?products_id=276654";"1622201";"14"
"277989";"35";"202152";"19.31";"1";"0";"NAUTICA PURE de Nautica 202152";"Eau de Toilette Vaporisateur 100 ml";"86";"Nautica";"Hommes";"NAUTICA PURE";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/202152.jpg";"http://www.parfumrama.com/product_info.php?products_id=277989";"202152";"14"
"2779891";"35";"2021521";"19.31";"1";"0";"NAUTICA PURE de Nautica 2021521";"Eau de Toilette spray 100 ml";"86";"Nautica";"Hommes";"NAUTICA PURE";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/202152.jpg";"http://www.parfumrama.com/product_info.php?products_id=277989";"2021521";"14"
"284187";"4";"212801";"37.46";"1";"0";"NAUTICA PURE DISCOVERY de Nautica 212801";"Eau de Toilette Vaporisateur 100 ml";"5";"Nautica";"Hommes";"NAUTICA PURE DISCOVERY";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/212801.jpg";"http://www.parfumrama.com/product_info.php?products_id=284187";"212801";"14"
"2841871";"4";"2128011";"37.46";"1";"0";"NAUTICA PURE DISCOVERY de Nautica 2128011";"Eau de Toilette spray 100 ml";"5";"Nautica";"Hommes";"NAUTICA PURE DISCOVERY";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/212801.jpg";"http://www.parfumrama.com/product_info.php?products_id=284187";"2128011";"14"
"146133";"50";"165757";"14.93";"1";"0";"NICKEL EAU MAXIMUM de Nickel 165757";"ACTIVE TREATMENT Fragrance Vaporisateur 75 ml";"67";"Nickel";"Hommes";"NICKEL EAU MAXIMUM";"75 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/165757.jpg";"http://www.parfumrama.com/product_info.php?products_id=146133";"165757";"14"
"1461331";"50";"1657571";"14.93";"1";"0";"NICKEL EAU MAXIMUM de Nickel 1657571";"ACTIVE TREATMENT Fragrance spray 75 ml";"67";"Nickel";"Hommes";"NICKEL EAU MAXIMUM";"75 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/165757.jpg";"http://www.parfumrama.com/product_info.php?products_id=146133";"1657571";"14"
"211189";"43";"185802";"14.1";"1";"0";"SPONGEBOB SQUAREPANTS de Nickelodeon 185802";"SPONGEBOB Eau de Toilette Vaporisateur 100 ml (10TH ANNIVERSARY EDITION)";"3";"Nickelodeon";"Hommes";"SPONGEBOB SQUAREPANTS";"100 ml";"Fragrances";"http://www.parfumwholesale.com/images/photos/185802.jpg";"http://www.parfumrama.com/product_info.php?products_id=211189";"185802";"14"
